,0
295,(-341.8624291234989-2.5178730289425987e-14j)
296,(-307.9091548759679-1.006720364305193e-14j)
297,(-307.9091548759664-2.354626910117119e-14j)
298,(-309.68883879048445-7.105434964260293e-15j)
299,(-309.6888387904844+6.5780714209040525e-15j)
300,(-312.4896326763107+7.698526173670488e-16j)
301,(-312.4896326763093+7.649821362031971e-15j)
302,(-337.28195132315426-1.4211235058830976e-14j)
303,(-337.28195132315557+4.298427933036031e-15j)
304,(-336.9383426513604+2.1316283439568068e-14j)
305,(-336.9383426513615+2.6972347966225385e-14j)
306,(-316.6649254343995+1.532107773982716e-14j)
307,(-316.6649254343987+1.8192045092568776e-14j)
308,(-318.3695050019641+2.2204460483291283e-15j)
309,(-318.36950500196474-5.850354922731782e-15j)
310,(-329.9260694462227-1.1041873774176345e-14j)
311,(-322.94998280230806-1.3322675828884711e-14j)
312,(-322.94998280230715-1.763519885678022e-14j)
313,(-329.9260694462216-2.6659114476269633e-14j)
314,(-328.6012851116758-8.881784196988903e-15j)
315,(-328.6012851116753-2.121501758989286e-14j)
316,(-325.34559164587927-1.4410236676570885e-14j)
317,(-325.3455916458791-2.3572628766489745e-14j)
318,(-326.4779925253634+1.421075412772961e-14j)
319,(-326.47799252536277+6.22522866589037e-14j)
320,(-5.2308410148544593e-14+2.444941738629521e-15j)
321,(-453.97297682159393+1.2160747456148917e-14j)
322,(-322.19536853081877-8.113719391215864e-15j)
323,(-440.7916643426755+5.2083147721172115e-15j)
324,(-335.7237936066483+3.158967369704788e-15j)
325,(-338.1341059903198-1.7754305625391796e-14j)
326,(-342.97606093237977-2.280441566178936e-14j)
327,(-344.03462944628507+4.71950117023816e-16j)
328,(-429.9936127817631+1.4051730196547339e-14j)
329,(-349.7151975528756+1.3805410179606726e-14j)
330,(-425.76432747305967+2.161343453649377e-14j)
331,(-352.39617822151814-5.277033734891049e-15j)
332,(-355.95840138596657+2.2799614746212622e-14j)
333,(-421.2758530211807-6.079797983309909e-15j)
334,(-419.4933743328414+8.735723023024869e-15j)
335,(-418.99130446330844+7.921943118407747e-16j)
336,(-413.8230207098454-5.1918278318165914e-15j)
