,0
365,(-4.057989340150184e-16+7.700559196939877e-17j)
366,(9.847448247279442e-16+2.6292779099194324e-17j)
367,(-1.7223771800426611e-15+4.437720767581246e-17j)
368,(6.203339326975969e-16-1.4721578887469987e-17j)
369,(-2.2248292368676174e-16-6.158287390824636e-17j)
370,(6.585410083066421e-16-3.69141162953874e-17j)
371,(-6.831127555517491e-16-1.215427717028836e-16j)
372,(7.3195336402259185e-16+3.0808356507595166e-17j)
373,(1.8713571173088005e-16+2.1722296968791343e-16j)
374,(-2.738979817437857e-15-5.587798673012269e-17j)
375,(9.663687516049829e-16-1.4760198764501964e-16j)
376,(-3.70046853372254e-16-8.757984209201951e-17j)
377,(8.225671196779848e-16-6.192580921473645e-17j)
378,(-3.1212300273350853e-16+8.753923018880822e-17j)
379,(-4.188051366640684e-15-2.8481561200655067e-17j)
380,(2.145038398721382e-16-1.0115575020991793e-16j)
381,(1.977035147280613e-15-3.952270420390097e-17j)
382,(-2.4750592001514327e-15+1.653235169492008e-16j)
383,(-9.057433470425042e-16+1.800718309191269e-17j)
384,(-5.107079015189004e-16+6.574399066393134e-17j)
385,(-8.617156264039824e-15+2.314434028942664e-16j)
386,(5.610007703982513e-15-1.6304037495427893e-17j)
387,(1.944936419828648e-15-1.6884060538826516e-17j)
388,(-2.7046243430194173e-15+6.676843889431808e-17j)
389,(-1.4320217410951204e-15+2.0150998901869847e-17j)
390,(1.9701236686791045e-16+8.448681507070725e-18j)
391,(6.028207043971352e-16+2.107460972046233e-17j)
392,(-4.583104542536412e-16+1.8077157553802677e-17j)
393,(-1.2093142036687648e-15+2.882009456178317e-16j)
394,(-8.138765064645774e-16+1.449188121332008e-16j)
395,(-5.582287386470314e-16+2.7051875208420325e-18j)
396,(9.744791522077043e-16-1.0250896245162003e-16j)
397,(1.28130016382719e-15-3.039224601830572e-17j)
398,(-3.885377128324702e-16-2.7701866702942332e-17j)
399,(6.346260763485434e-17+8.20231115018938e-20j)
400,(-1.2551623194992613e-15-8.581367509635609e-17j)
401,(8.176505924958164e-18+1.9825231297652757e-17j)
402,(-1.2414911557759336e-15+1.8784611281806432e-16j)
403,(1.1524287960393801e-15-3.133735968435032e-17j)
404,(-1.6058540629507512e-16-3.589912572585062e-17j)
405,(-6.906540200904265e-16-3.514224386898458e-17j)
406,(-4.601239226856144e-16-9.103575548792957e-17j)
407,(-4.5288347763221275e-15+4.435810272451364e-18j)
408,(1.4784791445051022e-16+1.6658823992528563e-17j)
409,(1.316924304705195e-15-3.5760040368682495e-17j)
410,(7.151271442605626e-16-4.4630326462025745e-17j)
411,(-6.509602042087482e-16+1.0908129788804147e-17j)
412,(7.795694062248962e-15-5.659373749243507e-17j)
413,(8.967976763273042e-16-5.617939379878965e-18j)
414,(-6.080242316229316e-16+4.616195733225484e-17j)
415,(-5.544290311572077e-16+6.9362396450154205e-18j)
416,(-2.0905126223009846e-15-1.115136564714585e-16j)
417,(1.031185279191734e-15+6.097069037579528e-17j)
418,(7.590655183878176e-17-5.267200583918833e-18j)
419,(-8.652227231546751e-16-4.600137125300793e-17j)
420,(-1.7170246302994074e-15+1.8321932252282704e-17j)
421,(-3.956328237961416e-16+1.0941293381891496e-16j)
422,(-3.200061497908833e-16-4.807969176475897e-17j)
423,(6.741825539907695e-17-1.6625149250312534e-17j)
424,(-1.5129420663858403e-16-1.597224422867427e-17j)
425,(2.0166793586592138e-16+4.214983470190997e-18j)
426,(1.279777270572796e-15+1.4680568822792847e-17j)
427,(-2.208014298482664e-15+6.281349633184353e-18j)
428,(1.5541016311556775e-15-3.5331690651002596e-17j)
429,(-2.8100790345860597e-15-7.036564100192247e-17j)
430,(-4.442386830114631e-15+2.91572018630726e-17j)
431,(-8.976999328543364e-16+3.3808689138904386e-17j)
432,(4.147058690638508e-16-4.057070926525601e-17j)
433,(-1.118658961067258e-15-7.168501288620251e-17j)
434,(5.637553090102046e-16+7.8079590103562e-18j)
435,(1.4798586990062875e-15-7.849433252627568e-17j)
436,(8.965350300929403e-16+4.8098275509459115e-17j)
437,(1.428034903424631e-15+9.832242333879252e-18j)
438,(8.268900147375909e-17+9.520065851022186e-17j)
439,(5.214829652687665e-16-3.77513280946598e-17j)
440,(2.5184277528454637e-15-8.11744924878138e-18j)
441,(-2.4317121227324263e-15+1.3829740510761874e-17j)
442,(-1.420514397542273e-15-2.1639162923172127e-17j)
443,(8.163470215212619e-16-9.263804788678275e-17j)
444,(-1.4571600435859264e-16+9.431500597695924e-18j)
445,(-2.719850537926915e-16+1.1604647738261329e-17j)
